study_accession	ena_study_title	ena_study_description	host_final	host_final_from	body_site_final	body_site_final_from	body_site_final_detail
PRJNA825732	Anguilla anguilla gut metagenomes cleaned sequence reads	Impacts of environmental parameters on the gut microbiome of European eels	Anguilla anguilla	ena_host_field	GUT	sample_fields	gut: gut
PRJEB60740	In Vivo Adaptation of Engineered Native Bacteria (G0)	Information on the first generation of wild type (C57Bl/6, Jax) laboratory mice gavaged with either AZ20 [modified human probiotic E.coli Nissle 1917 with GFP and KmR added to the chromosome via transformation] or AZ51 [modified mouse native E.coli (~NGF1) with GFP and KmR added to the chromosome via transduction]. Colonization was monitored in each mouse everyday for 1 week and then every week until euthanized. WGS of single colony isolates (up to 24 isolates per mouse) from three main timepoints (Day 7, Month 3, Month 6) were analyzed. Additional time points (Day 3, Month 1, Month 10) from a few mice were also tracked.	Mus musculus	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJDB20772	Mouse feces metabolome conventional vs germfree	Feces of sixteen mice (eight conventional, eight germfree) were investigated. All mice had the metabolome of the feces analyzed, and also the eight conventional mice had the metagenome of the feces analyzed.	Mus musculus	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJNA855128	Stool Metagenome Raw sequence reads	Metagenome of gut microbiome with DR and NDR	unknown	none	GUT	sample_fields	gut: feces, stool
PRJNA374522	Seriola lalandi Genome sequencing and assembly	Intestinal content Metagenome extraction and sequencing from Seriola lalandi fish	fish	biome_label	GUT	sample_fields	gut: gut
PRJNA1280790	the microbes in sea bass pond	microbial community diversity in sea bass pond	fish	biome_label	GUT+OTHER	sample_fields	gut: gut; other: seawater, sediment
PRJNA880353	Shallow shotgun sequencing of the microbiome recapitulates 16S amplicon results and provides functional insights	A test of the ability of shallow shotgun metagenomic sequencing to characterize taxonomic and functional patterns in the fecal microbiome of a model population of feral horses (Sable Island, Canada), using a combination of amplicon, deep shotgun, and shallow shotgun metagenomic sequencing.	Equus caballus	ena_host_field	GUT	sample_fields	gut: feces
PRJNA1030990	mouse Raw sequence reads	To explore the change of microbial composition in cecal contents of mouse	mouse	ena_host_field	GUT	sample_fields	gut: cecal, gut
PRJNA1078999	Homo sapiens Raw sequence reads	Meta-virome sequencing of virus-like particles isolated from fecal samples of preterm infants within the first week of life	Homo sapiens	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJNA981100	Study of feed factor in Iberian Pig Microbiome samples	In this study, we have investigated how the feeding factor influences samples of the intestinal microbiome of Iberian piglets from birth to 90 days of life. Three types of feeding in piglets were taken into account. The alpha diversity of the samples, their beta diversity and their beta dispersion were studied. The Shallow Whole Metagenomic Sequencing technique was implemented to obtain the abundances of the microbiome samples in this study.	Sus scrofa	ena_host_field	GUT	sample_fields	gut: feces, gut
PRJEB27928	Meta-analysis of fecal metagenomes reveals global microbial signatures that are specific for colorectal cancer.	Association studies have linked microbiome alterations with many human diseases. However, they have not always reported consistent results, thereby necessitating cross-study comparisons. Here, a meta-analysis of eight geographically and technically diverse fecal shotgun metagenomic studies of colorectal cancer (CRC, n = 768), which was controlled for several confounders, identified a core set of 29 species significantly enriched in CRC metagenomes (false discovery rate (FDR) < 1 Ã 10-5). CRC signatures derived from single studies maintained their accuracy in other studies. By training on multiple studies, we improved detection accuracy and disease specificity for CRC. Functional analysis of CRC metagenomes revealed enriched protein and mucin catabolism genes and depleted carbohydrate degradation genes. Moreover, we inferred elevated production of secondary bile acids from CRC metagenomes, suggesting a metabolic link between cancer-associated gut microbes and a fat- and meat-rich diet. Through extensive validations, this meta-analysis firmly establishes globally generalizable, predictive taxonomic and functional microbiome CRC signatures as a basis for future diagnostics.	Homo sapiens	biome_label	GUT	sample_fields	gut: faecal, gut
PRJNA496479	human gut metagenome Metagenome	Childhood is a formative period of behavioral and biological development, which can be modified for better or for worse, by the psychosocial environment. Not only do our own genes and the external environment influence such developmental trajectories, but the community of microbes living in, on, and around our bodiesâthe microbiomeâplays an important role as well. By surveying the gut microbiomes of a cohort of early school-aged children with a range of psychosocial environments and subclinical mental health symptoms, we demonstrated that caregiving behaviors modified the child gut microbiomeâs relationship to socioeconomic risk and child behavioral dysregulation symptoms.	Homo sapiens	ena_host_field	GUT	sample_fields	gut: gut
PRJNA589661	Environmental samples' Metagenome: Water, soil/sand, feces of local ruminants , feces of migratory birds (Qinghai Lake)	The uploaded sequencing data include metagenomes of 9 composite DNA samples extracted from various environmental samples collected around Qinghai Lake. The sample types include fresh water (FW), salt water (SW), soil /sand (SS), feces of bar-headed geese (Anser indicus, AI), feces of great cormorants (Phalacrocorax carbo, PC), feces of black-headed gulls (Larus ichthaetus, LI), feces of sheep (SH), feces of yak (Bos grunniens, BG). Two parallel faecal samples of bar-headed geese are included, which are designated as AIA and AIB, respectively.	Local ruminants: sheep; Local ruminants: yak; Migratory birds: bar-headed geese; Migratory birds: great black-headed gulls; Migratory birds: great cormorants	ena_host_field	GUT+OTHER	sample_fields	gut: faecal, feces; other: freshwater, soil, water
PRJEB18627	Intergenerational transfer of antibiotic-perturbed microbiota enhances colitis in susceptible mice	Antibiotics have long-lasting consequences on the gut microbiota with the potential to impact host physiology and health. However, little is known about the transgenerational impact of an antibiotic-perturbed microbiota. Here we demonstrated that adult pregnant female mice inoculated with a gut microbial community shaped by antibiotic exposure passed on their dysbiotic microbiota to their offspring. This dysbiotic microbiota remained distinct from controls for at least 5 months in the offspring without any continued exposure to antibiotics. By using IL-10 deficient mice, which are genetically susceptible to colitis, we showed mice that received an antibiotic-perturbed gut microbiota from their mothers had increased risk of colitis. Taken together, our findings indicate that the consequences of antibiotic exposure affecting the gut microbiota can extend to a second generation.	Mus musculus	biome_label	GUT	sample_fields	gut: gut
